Event.Id,Event.Date,Make,Model,Make_Model,Aircraft.Category,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Purpose.of.flight,Aircraft.damage
20160725X51721,2016-07-20,CESSNA,208,CESSNA 208,Airplane,Fatal,5.0,4.0,1.0,0.0,UNKNOWN,,Unknown,Substantial
20160829X00908,2016-07-20,BEECH,B200,BEECH B200,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160721X74604,2016-07-21,PIPER,PA 30,PIPER PA 30,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160721X90029,2016-07-21,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,GRUMMAN ACFT ENG COR-SCHWEIZER G 164A,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160727X44252,2016-07-21,CESSNA,208B,CESSNA 208B,Airplane,Non-Fatal,0.0,0.0,0.0,15.0,VMC,,Skydiving,Substantial
20160722X63338,2016-07-22,VANS,RV9,VANS RV9,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160725X61204,2016-07-22,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Personal,Substantial
20160726X63300,2016-07-22,PIPER,PA46,PIPER PA46,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20160727X34119,2016-07-22,STINSON,108,STINSON 108,Airplane,Non-Fatal,0.0,2.0,0.0,1.0,VMC,,Personal,Substantial
20160728X04833,2016-07-22,BELL,OH 58A,BELL OH 58A,Helicopter,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Aerial Application,Substantial
20160723X20253,2016-07-23,AIR TRACTOR INC,AT 502B,AIR TRACTOR INC AT 502B,Airplane,Fatal,1.0,1.0,0.0,0.0,VMC,,Aerial Application,Substantial
20160726X45359,2016-07-23,CESSNA,310L,CESSNA 310L,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160728X15007,2016-07-23,CESSNA,TU206,CESSNA TU206,Airplane,Non-Fatal,0.0,1.0,5.0,0.0,UNKNOWN,,Unknown,Substantial
20160724X01920,2016-07-24,BEECH,65 A90,BEECH 65 A90,Airplane,Non-Fatal,0.0,0.0,0.0,15.0,VMC,,Skydiving,Substantial
20160724X73215,2016-07-24,BEECH,95 B55 (T42A),BEECH 95 B55 (T42A),Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20160726X22534,2016-07-24,CIRRUS DESIGN CORP,SR22,CIRRUS DESIGN CORP SR22,Airplane,Non-Fatal,0.0,2.0,0.0,2.0,VMC,,Personal,Substantial
20160811X14723,2016-07-24,AMERICAN CHAMPION AIRCRAFT,8KCAB,AMERICAN CHAMPION AIRCRAFT 8KCAB,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160727X41817,2016-07-25,CESSNA,188,CESSNA 188,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160726X02205,2016-07-26,EMBRAER,EMB-505,EMBRAER EMB-505,Airplane,Non-Fatal,0.0,2.0,0.0,1.0,VMC,,Unknown,Substantial
20160802X83354,2016-07-26,AERONCA,11AC,AERONCA 11AC,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160805X50153,2016-07-26,EMBRAER,ERJ 170 100 SE,EMBRAER ERJ 170 100 SE,Airplane,Non-Fatal,0.0,0.0,1.0,52.0,VMC,,Unknown,
20160727X20105,2016-07-27,CESSNA,310B,CESSNA 310B,Airplane,Fatal,4.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20160728X74105,2016-07-27,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160728X82503,2016-07-27,AIR TRACTOR INC,AT 301,AIR TRACTOR INC AT 301,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160728X85058,2016-07-27,CESSNA,150,CESSNA 150,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Instructional,Substantial
20160802X21706,2016-07-27,HUGHES,369,HUGHES 369,Helicopter,Non-Fatal,0.0,1.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20160728X22738,2016-07-28,AIR TRACTOR,AT602,AIR TRACTOR AT602,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Aerial Application,Substantial
20160801X04321,2016-07-28,MOONEY,M20J,MOONEY M20J,Airplane,Fatal,1.0,0.0,0.0,0.0,IMC,,Personal,Destroyed
20160801X32530,2016-07-28,CIRRUS DESIGN CORP,SR,CIRRUS DESIGN CORP SR,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160801X33224,2016-07-28,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160803X71952,2016-07-28,AIRBUS,A321 231,AIRBUS A321 231,Airplane,Non-Fatal,0.0,0.0,1.0,6.0,VMC,,Unknown,
20160729X30645,2016-07-29,PIPER,PA28R,PIPER PA28R,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Instructional,Substantial
20160729X31455,2016-07-29,PIPER,PA-31T,PIPER PA-31T,Airplane,Fatal,4.0,0.0,0.0,0.0,IMC,,Unknown,Destroyed
20160729X45721,2016-07-29,AIR TRACTOR INC,AT 402,AIR TRACTOR INC AT 402,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Aerial Application,Destroyed
20160801X11947,2016-07-29,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160801X43359,2016-07-29,CESSNA,177,CESSNA 177,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160801X45009,2016-07-29,BELL,206,BELL 206,Helicopter,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Aerial Application,Destroyed
20160804X83405,2016-07-29,HUGHES,269A,HUGHES 269A,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160730X21955,2016-07-30,BELL,47G 2,BELL 47G 2,Helicopter,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Other Work Use,Substantial
20160804X30952,2016-07-30,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160802X20737,2016-07-31,CESSNA,172F,CESSNA 172F,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160802X45159,2016-07-31,CESSNA,177,CESSNA 177,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160808X21820,2016-07-31,CESSNA,U206G,CESSNA U206G,Airplane,Non-Fatal,0.0,0.0,0.0,5.0,VMC,,Business,Substantial
20160821X03100,2016-07-31,BOEING,737,BOEING 737,Airplane,Non-Fatal,0.0,0.0,0.0,155.0,UNKNOWN,,Unknown,
20160831X14546,2016-07-31,EMBRAER,EMB820,EMBRAER EMB820,Airplane,Fatal,8.0,0.0,0.0,0.0,UNKNOWN,,Personal,Destroyed
20160802X52208,2016-08-01,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160803X03110,2016-08-01,BEECH,F33,BEECH F33,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160809X60557,2016-08-01,PIPER,PA31,PIPER PA31,Airplane,Fatal,1.0,1.0,2.0,0.0,UNKNOWN,,Unknown,Destroyed
20160802X22428,2016-08-02,BEECH,C 99,BEECH C 99,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Unknown,Substantial
20160802X91137,2016-08-02,ROBINSON,R22,ROBINSON R22,Helicopter,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Instructional,Substantial
20160804X02641,2016-08-02,AIR TRACTOR INC,AT 301,AIR TRACTOR INC AT 301,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160804X15418,2016-08-02,CESSNA,150,CESSNA 150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160806X22308,2016-08-02,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160808X04351,2016-08-02,CESSNA,172K,CESSNA 172K,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160808X74417,2016-08-02,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160828X14750,2016-08-02,BOEING,737,BOEING 737,Airplane,Non-Fatal,0.0,0.0,0.0,7.0,UNKNOWN,,Unknown,Minor
20160803X01548,2016-08-03,BOEING,777,BOEING 777,Airplane,Fatal,0.0,0.0,0.0,300.0,UNKNOWN,,Unknown,Destroyed
20160803X31656,2016-08-03,CESSNA,120,CESSNA 120,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160803X34325,2016-08-03,PIPER,PA 34-200T,PIPER PA 34-200T,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160803X61838,2016-08-03,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Substantial
20160803X75916,2016-08-03,CESSNA,414,CESSNA 414,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160804X45514,2016-08-03,SCHWEIZER,269C 1,SCHWEIZER 269C 1,Helicopter,Fatal,1.0,0.0,0.0,0.0,VMC,,Aerial Observation,Substantial
20160804X62813,2016-08-03,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160805X51304,2016-08-03,AIRBUS,A319 115,AIRBUS A319 115,Airplane,Non-Fatal,0.0,7.0,1.0,121.0,VMC,,Unknown,
20160830X31131,2016-08-03,ROBINSON,R44,ROBINSON R44,Helicopter,Fatal,4.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160721X33517,2016-08-04,ROBINSON HELICOPTER COMPANY,R44 II,ROBINSON HELICOPTER COMPANY R44 II,Helicopter,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Business,Substantial
20160805X22208,2016-08-04,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160809X31823,2016-08-04,BEECH,F33,BEECH F33,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160805X32217,2016-08-05,CESSNA,150L,CESSNA 150L,Airplane,Non-Fatal,0.0,1.0,0.0,1.0,VMC,,Personal,Substantial
20160805X34814,2016-08-05,DEHAVILLAND,DHC 2,DEHAVILLAND DHC 2,Airplane,Non-Fatal,0.0,2.0,0.0,2.0,VMC,,Personal,Substantial
20160805X44633,2016-08-05,BOEING,737 3H4,BOEING 737 3H4,Airplane,Non-Fatal,0.0,0.0,0.0,134.0,VMC,,Unknown,Substantial
20160805X53232,2016-08-05,BOEING,737,BOEING 737,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20160808X23924,2016-08-05,PIPER,PA-11,PIPER PA-11,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160809X25153,2016-08-05,AERO COMMANDER,S2R,AERO COMMANDER S2R,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160809X72256,2016-08-05,STINSON,108,STINSON 108,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160825X42401,2016-08-05,PIPER,PA 25-235,PIPER PA 25-235,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Flight Test,Substantial
20160831X40558,2016-08-05,ROBINSON,R66,ROBINSON R66,Helicopter,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160906X24205,2016-08-05,CESSNA,P210N,CESSNA P210N,Airplane,Non-Fatal,0.0,0.0,0.0,5.0,VMC,,Personal,Substantial
20160806X52719,2016-08-06,PIPER,PA 28R-201,PIPER PA 28R-201,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160808X41242,2016-08-06,CESSNA,180,CESSNA 180,Airplane,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Personal,Destroyed
20160809X20707,2016-08-06,CESSNA,195,CESSNA 195,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160812X50606,2016-08-06,PIPER,PA28,PIPER PA28,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20160907X35746,2016-08-06,PIPER,PA24,PIPER PA24,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160817X93540,2016-08-07,BOEING,787,BOEING 787,Airplane,Non-Fatal,0.0,0.0,0.0,320.0,UNKNOWN,,Unknown,
20160808X81145,2016-08-07,VANS,RV4,VANS RV4,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160808X92449,2016-08-07,ROBINSON,R66,ROBINSON R66,Helicopter,Non-Fatal,0.0,0.0,5.0,0.0,UNKNOWN,,Unknown,Substantial
20160808X03845,2016-08-08,CESSNA,177,CESSNA 177,Airplane,Non-Fatal,0.0,4.0,0.0,0.0,VMC,,Personal,Destroyed
20160808X65051,2016-08-08,AIR TRACTOR INC,AT-502B,AIR TRACTOR INC AT-502B,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Aerial Application,Substantial
20160810X23719,2016-08-08,CESSNA,TR182,CESSNA TR182,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160809X40455,2016-08-09,DE HAVILLAND,BEAVER DHC-2,DE HAVILLAND BEAVER DHC-2,Airplane,Non-Fatal,0.0,3.0,4.0,0.0,VMC,,Other Work Use,Substantial
20160811X31136,2016-08-09,ERCOUPE,415,ERCOUPE 415,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160811X35334,2016-08-09,CESSNA,172,CESSNA 172,Airplane,Fatal,2.0,0.0,1.0,0.0,VMC,,Instructional,Substantial
20160814X02523,2016-08-09,CESSNA,172S,CESSNA 172S,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160810X82409,2016-08-10,HUGHES,269C,HUGHES 269C,Helicopter,Fatal,1.0,0.0,1.0,0.0,VMC,,Instructional,Substantial
20160811X81653,2016-08-10,BOEING,737 832,BOEING 737 832,Airplane,Non-Fatal,0.0,0.0,0.0,168.0,VMC,,Unknown,Substantial
20160816X05940,2016-08-10,PIPER,J5C,PIPER J5C,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,VMC,,Personal,Substantial
20160815X01623,2016-08-11,PIPER,PA28,PIPER PA28,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160817X62230,2016-08-11,MAULE,MXT7,MAULE MXT7,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160817X74927,2016-08-11,PIPER,PA38,PIPER PA38,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20160812X50604,2016-08-12,BEECH,95 B55 (T42A),BEECH 95 B55 (T42A),Airplane,Fatal,6.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20160812X71506,2016-08-12,AIRBUS,A320 232,AIRBUS A320 232,Airplane,Non-Fatal,0.0,27.0,0.0,124.0,IMC,,Unknown,Minor
20160813X12710,2016-08-12,ROBINSON HELICOPTER COMPANY,R44 II,ROBINSON HELICOPTER COMPANY R44 II,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Aerial Application,Substantial
20160816X70910,2016-08-12,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20161014X22113,2016-08-12,BELL,206,BELL 206,Helicopter,Non-Fatal,0.0,2.0,1.0,1.0,UNKNOWN,,Unknown,Substantial
20160813X90947,2016-08-13,CHAMPION,7ECA,CHAMPION 7ECA,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160815X12510,2016-08-13,CIRRUS DESIGN CORP,SR20,CIRRUS DESIGN CORP SR20,Airplane,Non-Fatal,0.0,3.0,0.0,1.0,VMC,,Personal,Destroyed
20160815X43320,2016-08-13,LUSCOMBE,8,LUSCOMBE 8,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160816X44909,2016-08-13,CESSNA,150G,CESSNA 150G,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160816X45403,2016-08-13,CESSNA,TU206C,CESSNA TU206C,Airplane,Non-Fatal,0.0,7.0,0.0,0.0,VMC,,Skydiving,Substantial
20160829X53416,2016-08-13,PIPER,PA 34,PIPER PA 34,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Positioning,Minor
20160814X40011,2016-08-14,PIPER,PA 31,PIPER PA 31,Airplane,Fatal,6.0,0.0,0.0,0.0,VMC,,Personal,Substantial
20160815X52134,2016-08-14,EUROCOPTER,AS355,EUROCOPTER AS355,Helicopter,Non-Fatal,0.0,0.0,1.0,0.0,UNKNOWN,,Unknown,Substantial
20160817X93423,2016-08-14,BELLANCA,7ECA,BELLANCA 7ECA,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160908X75856,2016-08-14,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160817X05516,2016-08-15,CESSNA,150,CESSNA 150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160819X61537,2016-08-16,PIPER,PA18,PIPER PA18,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160824X03156,2016-08-16,CESSNA,550,CESSNA 550,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20160903X81207,2016-08-16,ROBINSON,R44,ROBINSON R44,Helicopter,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20161026X45105,2016-08-16,CESSNA,401,CESSNA 401,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Substantial
20160818X05043,2016-08-17,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160818X34337,2016-08-17,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,0.0,0.0,4.0,VMC,,Personal,Substantial
20160822X24755,2016-08-17,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160822X94859,2016-08-17,BOEING,737 924,BOEING 737 924,Airplane,Non-Fatal,0.0,0.0,1.0,141.0,VMC,,Unknown,
20160829X54344,2016-08-17,CESSNA,U206,CESSNA U206,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Business,Substantial
20160822X43925,2016-08-18,BELL,206 L4,BELL 206 L4,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Business,Substantial
20160819X53243,2016-08-19,AERO COMMANDER,S2R,AERO COMMANDER S2R,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Aerial Application,Destroyed
20160819X95608,2016-08-19,PIPER,PA34,PIPER PA34,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160822X54432,2016-08-19,PIPER,PA 18-150,PIPER PA 18-150,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160823X22819,2016-08-19,CESSNA,A185,CESSNA A185,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Public Aircraft,Substantial
20160829X91320,2016-08-19,CESSNA,150,CESSNA 150,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160822X91159,2016-08-20,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160822X31417,2016-08-21,CESSNA,A185,CESSNA A185,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160824X52928,2016-08-21,CESSNA,A185,CESSNA A185,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160825X21438,2016-08-21,CESSNA,152,CESSNA 152,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160922X94831,2016-08-22,CIRRUS DESIGN CORP,SR20,CIRRUS DESIGN CORP SR20,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160823X52304,2016-08-23,HILLER,UH 12D,HILLER UH 12D,Helicopter,Non-Fatal,0.0,1.0,0.0,0.0,VMC,,Business,Substantial
20160823X90755,2016-08-23,CESSNA,T207,CESSNA T207,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Unknown,Substantial
20160825X83222,2016-08-23,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160826X43408,2016-08-24,CESSNA,182,CESSNA 182,Airplane,Non-Fatal,0.0,2.0,0.0,0.0,VMC,,Instructional,Substantial
20160826X74427,2016-08-24,AIRBUS,AS350,AIRBUS AS350,Helicopter,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Unknown,Substantial
20160829X35127,2016-08-24,CESSNA,150,CESSNA 150,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160829X93333,2016-08-24,BEECH,E-55,BEECH E-55,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160815X25932,2016-08-25,PIPER,J5A,PIPER J5A,Airplane,Non-Fatal,0.0,0.0,0.0,3.0,VMC,,Personal,Substantial
20160825X20130,2016-08-25,CESSNA,172N,CESSNA 172N,Airplane,Fatal,1.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160826X13108,2016-08-25,PIPER,PA 25-235,PIPER PA 25-235,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Aerial Application,Substantial
20160827X23858,2016-08-25,CESSNA,U206G,CESSNA U206G,Airplane,Non-Fatal,0.0,1.0,1.0,0.0,VMC,,Public Aircraft,Substantial
20160906X15846,2016-08-25,PIPER,PA 18-180,PIPER PA 18-180,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Glider Tow,Substantial
20160908X93704,2016-08-25,CESSNA,140,CESSNA 140,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160826X71555,2016-08-26,ROBINSON,R44,ROBINSON R44,Helicopter,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20160830X35738,2016-08-26,PIPER,PA18,PIPER PA18,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Unknown,Substantial
20160831X34200,2016-08-26,PIPER,PA25,PIPER PA25,Airplane,Fatal,1.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160907X45319,2016-08-26,BEECH,58,BEECH 58,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Flight Test,Substantial
20160827X12409,2016-08-27,BOEING,A75N1(PT17),BOEING A75N1(PT17),Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Air Race/Show,Destroyed
20160827X31134,2016-08-27,BOEING,737-700,BOEING 737-700,Airplane,Non-Fatal,0.0,0.0,0.0,104.0,VMC,,Unknown,Substantial
20160829X61958,2016-08-27,PIPER,PA18,PIPER PA18,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160829X63129,2016-08-27,RANS,COYOTE S 4,RANS COYOTE S 4,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160829X85955,2016-08-27,PIPER,PA 18-150,PIPER PA 18-150,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,IMC,,Personal,Substantial
20160830X91803,2016-08-27,CESSNA,195,CESSNA 195,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Personal,Substantial
20181029X81901,2016-08-27,CESSNA,182,CESSNA 182,Airplane,Fatal,3.0,0.0,0.0,0.0,UNKNOWN,,Personal,Destroyed
20160828X85113,2016-08-28,CESSNA,182,CESSNA 182,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160829X35843,2016-08-28,CESSNA,172,CESSNA 172,Airplane,Fatal,2.0,1.0,0.0,0.0,VMC,,Other Work Use,Substantial
20160901X83843,2016-08-29,BEECH,C23,BEECH C23,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160906X51841,2016-08-29,NORTH AMERICAN,NAVION,NORTH AMERICAN NAVION,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160831X23743,2016-08-30,CESSNA,A185,CESSNA A185,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Personal,Substantial
20160901X61053,2016-08-30,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160912X23324,2016-08-30,BEECH,V35B,BEECH V35B,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160921X23148,2016-08-30,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,1.0,VMC,,Instructional,Substantial
20160930X81802,2016-08-30,BOEING,777,BOEING 777,Airplane,,0.0,0.0,0.0,0.0,UNKNOWN,,Unknown,
20160908X11147,2016-08-31,BOEING,767 322,BOEING 767 322,Airplane,Non-Fatal,0.0,11.0,1.0,0.0,VMC,,Unknown,
20160830X24345,2016-08-31,BEECH,A36,BEECH A36,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Business,Destroyed
20160831X15223,2016-08-31,BEECH,A36,BEECH A36,Airplane,Fatal,1.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
20160831X62719,2016-08-31,CESSNA,208,CESSNA 208,Airplane,Fatal,5.0,0.0,0.0,0.0,VMC,,Unknown,Destroyed
20160901X60603,2016-08-31,CESSNA,170A,CESSNA 170A,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160906X31206,2016-08-31,CESSNA,150L,CESSNA 150L,Airplane,Non-Fatal,0.0,0.0,1.0,0.0,VMC,,Personal,Substantial
20160916X91956,2016-09-01,PIPER,PA28,PIPER PA28,Airplane,Fatal,3.0,0.0,0.0,0.0,UNKNOWN,,Unknown,Destroyed
20160914X32900,2016-09-01,CESSNA,172,CESSNA 172,Airplane,Non-Fatal,0.0,0.0,0.0,2.0,VMC,,Instructional,Substantial
20160916X90101,2016-09-01,AIR TRACTOR,AT502,AIR TRACTOR AT502,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Other Work Use,Destroyed
20160903X33607,2016-09-03,CESSNA,172,CESSNA 172,Airplane,Fatal,2.0,0.0,0.0,0.0,VMC,,Personal,Destroyed
